skill	Id	charclass	skilldesc	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk407	407		sd48		22												ml704																																																												so2472	so0			so0	so0	so0		so0		so0					25					ml704												1	3		none												SC	SC	xx																	1						so2472			30	20																			1	8	20		1																																15		1								4															ltng	50	50	50	50	50	50	50	50	50	50	50	50		12							896	64000
sk408	408		sd123		66																42371	st28	st28		ln12+stat('is373'.accr)	is37	-min(ln34,100)	is39	-min(ln34,100)	is43	-min(ln34,100)	is41	-min(ln34,100)	is36	-min(ln34,100)	is45	-min(ln34,100)																																								so0	so0			so0	so0	so0		so0		so0																						1	6		none		mele												xx	5		1																				so0			30	20					sk119															8			1	1	1		6														40		1		30		5		40		100						1								8																																				896	64000
sk409	409				66																42883	st46			ln12																																																				so0	so0			so0	so0	so0		so0		so0																						1	4		none														xx																							so0			24	20					sk114															8			1	1	1		3														60								6				10		10		1				16385				8															pois	200	200	200	200	200	200	200	200	200	200	200	200									768	32000
sk410	410				66																42883	st46			ln12																																																				so0	so0			so0	so0	so0		so0		so0																						1	4		none														xx																							so0			24	20					sk114															8			1	1	1		3														60								6				10		10		1				16385				8															fire	200	200	200	200	200	200	200	200	200	200	200	200									768	32000
sk411	411				66																42883	st46			ln12																																																				so0	so0			so0	so0	so0		so0		so0																						1	4		none														xx																							so0			24	20					sk114															8			1	1	1		3														60								6				10		10		1				16385				8															ltng	200	200	200	200	200	200	200	200	200	200	200	200									768	32000
sk412	412				66																42883	st46			ln12																																																				so0	so0			so0	so0	so0		so0		so0																						1	4		none														xx																							so0			24	20					sk114															8			1	1	1		3														60								6				10		10		1				16385				8															cold	200	200	200	200	200	200	200	200	200	200	200	200									768	32000
sk413	413		sd240		66																42371	st115	st115		ln12+stat('is475'.accr)/10	is37	-(min(ln34,600)+stat('is481'.accr)*10)	is39	-(min(ln34,600)+stat('is481'.accr)*10)	is43	-(min(ln34,600)+stat('is481'.accr)*10)	is41	-(min(ln34,600)+stat('is481'.accr)*10)	is36	-(min(ln34,600)+stat('is481'.accr)*10)	is45	-(min(ln34,600)+stat('is481'.accr)*10)																																								so0	so0			so0	so0	so0		so0		so0																						1	6		none		mele												xx	5		1																				so0			30	20					sk119															8			1	1	1		6														18				5		5		40		100						1								8																																				896	64000
sk414	414		sd238		66																42371	st203	st203		ln12+stat('is373'.accr)/10	is37	-min(ln34,600)	is39	-min(ln34,600)	is43	-min(ln34,600)	is41	-min(ln34,600)	is36	-min(ln34,600)	is45	-min(ln34,600)																																								so0	so0			so0	so0	so0		so0		so0																						1	6		none		mele												xx	5		1																				so0			30	20					sk119															8			1	1	1		6														18				5		5		40		100						1								8																																				896	64000
sk415	415				100																																																																								so759	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	S2																							so0			1																								1	1																			200														1								8															mag	200	200	200	200	200	200	200	200	200	200	200	200		100	50	50	50					
sk416	416			53	152												ml706																																																												so763	so0			so0	so0	so0		so0		so0				40	56					ml706				0								1			none												SQ	SQ	SC																							so0			1																								1	1											par1		2				40																1								8																																					
sk417	417				22												ml685																																																												so0	so2527			so0	so0	so0		so0		so0	ol170				25					ml685												1	9		none												SC	SC	xx				1																			so0			30	20					sk146	sk149													1	8	10	1	1																		24														12		1	20	10						8		200	200	200	200	200	200	200	200	200	200	200	200																							896	64000
sk418	418				148												ml707																																																												so0	so0			so0	so0	so0		so0		so0					94					ml707												1			none												SC	SC	S1																							so0			1																								1																																		1								8																																					
sk419	419				10												ml708	ml708																																																											so422	so0			so0	so0	so0		so0		so0					18					ml708	ml708											1			none												SQ	SQ	S1																							so0			1																								1																		15																1								8																																					
